id,corr
erhngsfa,-0.9341154154715752
lflzfzud,-0.9339831388377368
fwzafvdk,-0.9339696584910328
mcxpucpn,-0.9339142235483088
fdgjncrf,-0.9338337260376246
cyyvcqqd,-0.9334204589183996
rufdatag,-0.9332223872358106
lcchqfqb,-0.9330872280762906
ndsfekji,-0.9330176266546998
ohurqzyl,-0.9323367786709282
bjczhoqu,-0.932196848010047
ccdjselo,-0.9320944076392929
rqxajumy,-0.9318691882183538
keoknshz,-0.9318288596242772
ffmsyvrn,-0.931160706656594
ppbwgkfn,-0.9309834709648844
qhnmuwdx,-0.9309736196972972
dqciwphu,-0.9308760407312636
equhigwf,-0.930579708596014
evwiaehs,-0.9304750475506782
detjgwsd,-0.9304593579632044
aiqptvqo,-0.9302878192388482
evyadbsl,-0.930279452218306
tazythwi,-0.9302169289758968
njrpltiw,-0.9301189615008666
mvsmmbso,-0.930100918155851
ajcsmmft,-0.9298821661884424
dafapepb,-0.929816515551174
keataknb,-0.9298057408823548
tdlpoznh,-0.9295277647224236
cvpffsin,-0.9293672853541106
lkedfqvu,-0.92922620557748
lotpnzjc,-0.9289557521706534
tebuakvc,-0.928936673753154
fjdhgoao,-0.9288852134402378
alzeqqua,-0.9285983349618596
eiwcrxtu,-0.9284758198533924
ehfhyqvp,-0.9282773911150454
mkedfmii,-0.9280656686156128
bdatzfwg,-0.9279909135874568
oqqblbrm,-0.9279402208111616
jdqautyi,-0.9274727422493936
kkfkshvi,-0.927421462461584
qicnqqqr,-0.9274040368743728
rdtgudxk,-0.9272879469160124
kqsdisyv,-0.9272520771810544
bwaaymvo,-0.9272093618576064
rovyncef,-0.9268806838457306
bszjmgww,-0.9268393462803396
slhcktcu,-0.9267077217427458
pgfchqav,-0.926655642197244
jpbioclv,-0.9266201997752987
nmtwvhaf,-0.9266129963499234
isdlfqhh,-0.926468912365058
tanqhggi,-0.9262946626727698
iueatwfm,-0.9261534664565628
cwynhrfk,-0.9260226731634802
guozxyxs,-0.9258477640996228
rknoqtgh,-0.9258439454840682
ouzzdzfq,-0.9257890365249368
kbcmdari,-0.925784713188452
cyvhwmzm,-0.9253568161553076
fezpcamx,-0.9252449277238156
gcgbpxja,-0.925176110047633
rujlqueh,-0.9251092830172666
jhmvkwiw,-0.9250833810757816
chjkflzs,-0.9250684144965275
ththmgkz,-0.92498690134963
qcmufylr,-0.9247868449653838
mdmmitbj,-0.9246886246462044
ecncqvki,-0.9246466184191074
cssdkeee,-0.924420264046052
lvqxdhip,-0.9242900101048376
onmkpuig,-0.924178859092652
knccxhes,-0.9239302658930336
kvbmvzlb,-0.9238662944324229
jlmnjzpi,-0.9238626055987984
bfalteux,-0.9237600810553632
bvoyhudg,-0.9236419137794046
aeergjmb,-0.9235684277886592
rphnyegi,-0.9233780286108608
ipcndlhc,-0.9232730150420018
sarzdqed,-0.9231815012729016
lgiwmtyo,-0.9230988187472234
tnkvefzk,-0.9230973262589486
hswczqus,-0.9230435430158872
ftyflngl,-0.9226613895553516
mvhlisyd,-0.922425961562268
mhuvtlar,-0.9223479744895624
evpddxuc,-0.9222514582918656
skegqmyj,-0.9221966373703416
puomgzzs,-0.92215925528019
kmkdclzn,-0.9220095269387476
mseaxwbf,-0.9219499603630418
hojnmqfh,-0.9217875050302424
kmofesxq,-0.921732703463807
dtzyjqhk,-0.9216925952111564
metooidr,-0.9216503465648463
obqorsdi,-0.9216341161185112
bmdcijfu,-0.9216305570589862
dtlftfod,-0.9215474084308573
bxbcetlx,-0.921504457115738
mnjyfgzz,-0.9214290298325956
nevkjjon,-0.9214128135572024
bdrqvmtf,-0.9212492905857734
fxysgdlj,-0.9212094456276796
kqzvizdt,-0.9210566943055196
iurzkhrc,-0.9208481036148488
iyxgpokc,-0.9208023446636524
ppmmhvpe,-0.9207017403345288
jwpfwlai,-0.9206877116180766
ntnbmqhi,-0.920614487484069
pibzqsxv,-0.9206028852600512
pjmadius,-0.9205110892322078
lnwjqnym,-0.9203918626151498
fmlqpnqi,-0.9203314877025562
drjazwey,-0.9200706842971912
hpglqkzk,-0.9199413837674396
ontfvzsr,-0.9199055662793916
ezfexvri,-0.9198375499263628
muldmbwq,-0.9196928417197572
skiztesq,-0.919569451053482
radzpiwv,-0.919281854331884
ieyucjof,-0.919278018033296
hzhwlkxp,-0.919188346814314
dhbuqvhg,-0.919167646946058
mfclxoup,-0.9191664826473256
cldlpbyb,-0.9190448457635194
izgpzxma,-0.919015018172885
djgizajv,-0.9190135798614733
arebvdse,-0.9189822438061376
mwybzcva,-0.9184851414412152
fahdtrlq,-0.9182718462900002
kmehnacc,-0.91826159777349
ssfjpdqs,-0.9180478039179149
ootcaurl,-0.9180049992008156
orrtfdcm,-0.9179397895682572
tkyinzev,-0.9178874557213318
krzwpcwa,-0.917785883893953
nhvlpqjn,-0.917610900490857
mhxhuugx,-0.917219045800088
njfabght,-0.9170452309315932
dihmslaa,-0.9169684840545784
orrhqvvn,-0.916832622302569
ghlffymo,-0.9167618489553658
mvyeekaq,-0.9167289337262196
bbicxfef,-0.916709242440758
rwahlxyr,-0.91670211285565
rfptdyms,-0.9166973687090304
ervvoksj,-0.916546765129606
thcbzppq,-0.9164484242115218
puxnlqcb,-0.916299011598025
issvtbbi,-0.9162797169889992
qurllzlj,-0.9162333086248474
skwmnbdx,-0.9161172605066832
fetkoybk,-0.9160531961903472
hvivulwk,-0.9160283611487848
mlwblssg,-0.9159076942314892
sqriwmze,-0.9157286411747768
roabohcw,-0.9155879097390336
ocwflday,-0.9155420899445704
edwmjxgg,-0.9155410370214218
euckjixu,-0.9154695915395332
gmakkker,-0.9154353809591392
aesroecw,-0.9150851391009428
slfoshue,-0.9150587609977204
llptwzcz,-0.9150347185180684
odytwpfy,-0.9149110922742956
tlqxqjqe,-0.9148837531277478
ivlksclh,-0.9148277780035988
oykbboue,-0.914746154241368
abmipjfu,-0.9146422860167156
awpgmskx,-0.9145748902570424
qkmhbval,-0.9145297803453
hepufbqc,-0.9144763936001152
pxhjoiku,-0.9144218275203154
apjfeife,-0.9142953527430208
frnxabrd,-0.9142913855472792
clyrfimf,-0.9141486893427254
fwixovhl,-0.9141158045877924
ciaitlef,-0.9141132287657469
mrdgoudx,-0.9140013606634008
fdipmwsc,-0.9138495995659452
sgwbnsxd,-0.9137146436340672
jfxvuvgl,-0.9135709010037968
hdwpfkzm,-0.9133898021777392
fgtwojtk,-0.9132788661104416
iscamfgu,-0.9132245274243626
gjddjfpo,-0.9126588555201856
rxddruce,-0.912219612966372
scooowdd,-0.9121988860408484
gkwolxzw,-0.9121631773763612
cxteyglh,-0.9121496702923972
jgyviykc,-0.9121108916842156
bdguemrm,-0.9118666585290226
gpldrpqw,-0.9115377617148992
rbpvqzmh,-0.9113123979784624
lwslkzdi,-0.911268195941592
lveandyl,-0.9112603425870212
ktirwnwc,-0.9112559280771084
hquoldyv,-0.911244597980939
fcsbuxad,-0.9112393084831372
iiklivmp,-0.9111018660323832
ckmviwyp,-0.9109700880262964
btpnxqau,-0.9108292550755608
hnovjyis,-0.910722224046214
nroqwaqe,-0.9107082983872702
ipboylkx,-0.9104282514245288
igqnpskk,-0.910324984611388
jluliofd,-0.910080684416969
hplvmkmz,-0.9100036889349792
ldaviirt,-0.90997086701805
rrbhlpcc,-0.909884711256447
oivbqran,-0.9097615925487234
rxpcfxxs,-0.9097369684671952
bvsvstan,-0.909587953828581
rdjuvomr,-0.9095837635825492
csextjlt,-0.9095322928157612
nkevsrem,-0.9095213875293244
dawbjvpl,-0.909424493508951
jvnjcogf,-0.9093167840554744
sqxwmemd,-0.9092198608435356
lyksiqgp,-0.908976337168404
kfyobvho,-0.908934732593675
rfilruqh,-0.908874544261924
dorvzkjr,-0.9087116521786576
gpkcaema,-0.9086607674863016
ezrqyboi,-0.9086045884935544
gxjbvkym,-0.9085433554305804
tlncrofs,-0.9083772065950616
gspsgvur,-0.9080470288922023
dtajytnu,-0.9079955487353673
dyimjgyg,-0.9079799846745552
spdysmzk,-0.9078858427994716
lxkytxtc,-0.9078802752556928
souybslh,-0.9078480908411308
egzclhwo,-0.9078068319439384
hcpozzgd,-0.907797266422708
fbfjqtvl,-0.9077550474275836
fcizsyzu,-0.907680135626851
ksfkqaaw,-0.907666759770356
dmzowcvc,-0.9076363554165052
jmpbeghd,-0.9075377645340904
oeueewwi,-0.9074832374850118
omgnsovi,-0.9072603998822256
deafivgd,-0.9072365617067496
ecnhftwy,-0.9070826307013242
nycqadjh,-0.9070502930154052
eakugzeq,-0.906858849123206
tfgqzclo,-0.9067419763596012
fjnvtxwo,-0.9065420174596076
ayrksquf,-0.90652165737183
nutiycui,-0.9064670458326014
qgbexntd,-0.9064653209478776
oatxpxvg,-0.9064327706028678
coteutom,-0.9063518894109196
eulclndq,-0.906327836914288
jmipefqt,-0.9062291904193808
bibonthc,-0.90622651189698
afhfrham,-0.9061801285926238
hnhptzgu,-0.9060798025938276
fvbgqjik,-0.906036936334165
syxqvkjz,-0.9057399292462148
qlggwtvb,-0.9057277342590724
gadcztfc,-0.9055962704676144
ssvhnasj,-0.9055695514044174
rlnrfyeg,-0.9054873463121736
gbkzhskr,-0.9054326587508068
pzdmygfc,-0.9054092800665732
sqhwbggw,-0.9053026522239938
swbsnkem,-0.9052692527930688
bwxaewqk,-0.9052480508804625
ktvakqha,-0.9049169682280634
doeughrd,-0.9047479643644432
gyombnnl,-0.9046681537774468
dncztotr,-0.90448908082269
fthtbuuc,-0.9044380439988732
ovdyshox,-0.9044158128052402
kscghuvq,-0.9043820894996418
ffsbzmnm,-0.90435096553682
egnvdsir,-0.9039659969047964
ckzccjlq,-0.9039606701188084
gdubzfvn,-0.9039282164352674
ayslighh,-0.9038110943302858
otckqtor,-0.9036966387202396
thkljmzo,-0.9036757037372192
rbvdnjjk,-0.903513366932962
qeyjebzc,-0.903434892325999
hmvlanuk,-0.9033089047490828
rgrjqykk,-0.9032135647054206
lrudbaqo,-0.9029837981716534
ljuqwtko,-0.902830058330908
fiuehmmt,-0.9028296512536422
evahdmov,-0.9027695135663172
dcnuerxr,-0.9027674200584332
gbvereqf,-0.9025419297625608
qqilojcy,-0.90248485491611
pibgrbif,-0.9024261877262482
gzxbsdoq,-0.9023512904548447
hkgbhnot,-0.9022106549253528
hccbdjgl,-0.9021076446192038
owvpqmhe,-0.9020711718554948
jebkvrwv,-0.9020134605032676
ckxsdcjp,-0.9019976439118272
eglkcwjg,-0.901881189372394
tlcluctd,-0.9018797240627316
otoopdvz,-0.9018402323933628
dyxkpcgx,-0.9018227032359916
eqwthpmp,-0.9016157364692636
bchjlmcv,-0.901435075183737
jnbyexzf,-0.9013531517631088
bmgqlgck,-0.9012306318682334
fdemsnlg,-0.9011868699209192
jgoijfle,-0.9010295315248164
nwvklacb,-0.9009943386486492
rqssyhwa,-0.9009504657785858
blitqcod,-0.9008800440553476
spszdoop,-0.900796749544174
ryycutcq,-0.9006580030379441
nekfrwhq,-0.9006337651784486
mdeqyyak,-0.9004777908855934
iwqgewcj,-0.9004078247425084
joftpwlm,-0.9002839127925188
rnldcqct,-0.9002453308973704
dirwrcoc,-0.900220488023629
hzwzrdhx,-0.9001155850376432
jtoftlfx,-0.8999840451336368
hzwjepxx,-0.8999749471136673
gppheuqs,-0.8999366424036879
pkgljntf,-0.8998879006154202
iuvimnat,-0.8998275279159124
bqebcjik,-0.8998230387824647
sypflonz,-0.8998220772420698
dqikfqwh,-0.899789206762449
qbdynhwg,-0.899776787372801
tayasqws,-0.899739728246538
qujjpcmk,-0.8997134158173536
abtuoixs,-0.8996235369873941
tnfjnrfi,-0.8995844454607294
akpbtegu,-0.899573734859267
puernhhs,-0.899404111851518
hciwzkoz,-0.8993441562268404
lxqtfjsl,-0.8993098421224408
eenbpwrm,-0.8993088146226002
poqbzwst,-0.8992905942156375
fcgclaoe,-0.8991644130824694
rxwfbbbq,-0.8991494270700893
fzjtnixo,-0.8990847394348932
lkzpmclk,-0.899050081410978
aigxywis,-0.8990243422383609
keqpsraq,-0.89883230752653
aqvjbhaz,-0.8987269923151323
dcnoxngc,-0.8986445563879505
andbhoad,-0.8985871899624895
fsgonkjr,-0.8985330750008403
aojkorgn,-0.8984630741165547
mtdanfub,-0.8983808688042441
kwbwooij,-0.8983744118089323
jnemzkvp,-0.8983348567263825
fmdaiczo,-0.8982316222602363
imnnnhba,-0.8981087740370391
nbdmtxhi,-0.8980813765094595
nhgvaxmm,-0.898057460251738
bcskkqdy,-0.8979750106914696
rorbssdc,-0.897858109127405
bcsabans,-0.897756770189503
btbnoxpg,-0.8977463743657996
tkbjxvig,-0.8977425897855819
clnsyzfd,-0.8975125242942023
bvxafdwn,-0.8974619943290657
rllnbbpb,-0.8973748510241976
clfhbpki,-0.897353935299431
rdgarpuz,-0.8973238123112403
qnfebely,-0.8972599575216925
lwakkgxo,-0.8970085673265441
ijzxvywl,-0.8969818085383625
pvjinaqz,-0.8969273614476259
gbarfoaj,-0.8969229416986483
kvrgbsxh,-0.8966420875673592
qlesqmbp,-0.8966399149322473
drcyasqu,-0.8966241924735431
ktywiizf,-0.8965929892769073
eoixbivn,-0.8965501523455832
rnkszgkz,-0.8964353438914628
slqmqsss,-0.8963240098693129
hzhrgqfz,-0.8961743983285969
jlwxhoba,-0.8961363607217051
pofuqakc,-0.8960712426406967
lhshmppr,-0.8960448096489998
evcywjhy,-0.896009766231615
dwvtakqg,-0.8959857782311362
qxkizlrg,-0.8957306637856381
odannzxs,-0.8956027235129304
lgvnlshk,-0.8955928768996484
pwtcwluk,-0.8955479790431335
odoxblzg,-0.895506496753873
rddxrvln,-0.895489615866753
fydezdiz,-0.8954498018512551
ovjqwfos,-0.8954422829286125
cvomwmrg,-0.8952688478864844
msbyzzpg,-0.8952375742999097
fgyeslhr,-0.8952042098611814
lniteirv,-0.8950117226332727
fznpdaxe,-0.89490216499907
qynoyggx,-0.8948780640927276
bxdmzofg,-0.8948323193932692
cbkkebcw,-0.894829945874372
fvkcqqhi,-0.8948238129890728
lyavdqfb,-0.8946902101584877
cfjaahmq,-0.8946699930748081
jwvodvgk,-0.8944738302806574
thgrijce,-0.8944708449335487
fmqvqszo,-0.8942983448335806
midlmipc,-0.8942698846965182
kthpiusf,-0.8941842773111787
klfmcmwz,-0.8941557669949608
kghptsqr,-0.8940706969049432
ggnhwunr,-0.8940700202051617
jdkmuulu,-0.8940670415919505
dajtouwn,-0.8939452490876694
svzcbkgn,-0.893940923783938
gprkycfe,-0.8938744699271911
nwwxmayc,-0.8938572522581142
pqonsyam,-0.893856386392062
fwaojkpi,-0.8937779412609571
qfijxdkw,-0.8936390210161916
ivzeypts,-0.8936234695107028
edxkbqht,-0.8935845803619967
rljbaqff,-0.8934334681389541
kucpfvrd,-0.8934116769931713
kjczaflr,-0.8933387785096596
renhtukr,-0.8932677139442813
dqzlhmnd,-0.8932276589836201
ruyeutbu,-0.8932200237292189
iqgqoxsy,-0.8931486421653239
romcxjjb,-0.8930954352760088
qjtyjcdu,-0.8930571961961745
ltbrlxbv,-0.8928219268325328
jjmmjhuv,-0.8928214100416911
sfglibva,-0.8928123441469691
gvvgvfpv,-0.892743892286186
olndiafg,-0.8927030625316683
atownpvp,-0.8925571267924255
qskywgmt,-0.8925534346112792
lgsdfvgz,-0.8924733703440347
pojzdknw,-0.8924616153628413
qpgffdvc,-0.8924482939734484
kikfqeqz,-0.8923061647032433
pwbwhput,-0.8921911028832762
slnyyxbe,-0.892142271332381
skopzsol,-0.8921303925489579
idrbzcnp,-0.89212491122598
lorimowf,-0.8920311933152287
syuehwlr,-0.8919291546767942
nprrhonk,-0.8917808775777221
dnweqbrv,-0.8917188716369867
ihbddlpw,-0.8916864772562515
eldcoikc,-0.8916503425129737
fgighyah,-0.8916040169319203
lqssprxj,-0.8915793109502724
nbclssha,-0.8915495113552088
pwnjmgsy,-0.8914341745125387
oppqqnry,-0.8913384722195425
silpgaio,-0.8912717617478071
tfevveul,-0.891186337441549
coaufepi,-0.8910246814456253
gmrdnkym,-0.891002215845164
icovjjvs,-0.8909180437760442
mrwsmenj,-0.8908271057019113
nckubakt,-0.8907209838473615
ryrrhrkd,-0.8905219109484832
fjmlcyhx,-0.8905087340037504
cknrgyrj,-0.8902871339299403
qykrimel,-0.8901296477889433
qsvcsgty,-0.88997924786312
jxnnbmnq,-0.8899228681541537
oybzskod,-0.889800226469319
jdafaveh,-0.8897885050239147
hmaepiyr,-0.889634212342074
buigknla,-0.889586544335892
donalzmn,-0.8895730815559205
tidurebd,-0.8895507280600988
gfieifci,-0.8894008955683513
kxubnina,-0.8892633892868932
irihxnrm,-0.8892619736681915
jxudprtn,-0.8892605964830009
alpgyuzx,-0.8892135878047807
ittccjma,-0.8890878950390456
grjcodkd,-0.8890574244294787
oxiiofey,-0.8890478428394725
jveawtzf,-0.8890069908833477
jurbiohq,-0.8887895273196841
qhaayuaa,-0.8886697830557051
spfxctlz,-0.8885397187250945
dknqsugt,-0.8883855307307253
axmmlydl,-0.8882873741855808
auduotdy,-0.8882785877103346
ebgsirjq,-0.88826373456746
euyrtqnt,-0.8881299797574485
apjzcych,-0.8879013517484328
gbyorkzl,-0.8877919949911638
jettmmbj,-0.8876734666661007
eeuvvzkr,-0.8876703318948026
nyodujpy,-0.8876669970440733
jgtxlnfv,-0.8876482707755835
cmxzlxxo,-0.8874031057664835
sbpbzlpx,-0.8873427566496592
tbbnosnx,-0.8872576552342846
flhetats,-0.887145665645718
kcivjzdf,-0.8870664076394394
ldgwfwqn,-0.887025029973385
hgzehgtk,-0.8869450097898528
ciwrpagg,-0.8869436762961284
kuxuglba,-0.8869184234510986
aifqfdug,-0.8868657700667014
dljbtssm,-0.8868061398429827
epahkotg,-0.8867538205407182
ofhiybzv,-0.8867418057673949
gbugbhvb,-0.8862568176841622
sipezvqs,-0.8861472872800923
psspmmvk,-0.8858740351081835
oyklqoiy,-0.885865841056026
akywpiqh,-0.8855629523880602
mqwsataq,-0.8855075341486282
ssfwxtzs,-0.885336295499742
hxwmnwnd,-0.8853171921437897
proxokuf,-0.8851651909519814
cbsokbca,-0.8851517983584152
qulfkzqw,-0.8851034611195728
dwtaprbp,-0.884862162124383
nbotixud,-0.8847701531318436
epptsxmi,-0.8847562161478627
snnpmhsq,-0.8847098190871401
tnelpxvw,-0.8842197363745375
sanpvdtf,-0.8841989803734659
fxgtilkk,-0.8840753198442842
dsurzggn,-0.8840144146449689
pojskyde,-0.8838694109934433
qjfvkbwj,-0.8838440763498581
ruxgjdza,-0.883820284737407
pinysjkc,-0.8838162248257102
ajwcnohk,-0.8838093235098228
nicfizup,-0.8837926594081026
oeavzmwp,-0.8836890633938361
paridnrn,-0.8836857964677821
kltnifzv,-0.8836348162898627
eccdpavp,-0.8834460550295115
ogehjbll,-0.8833972471041185
arjbfhhy,-0.883387763248733
tgguiugh,-0.8833725490840316
jrtumxny,-0.8832083765648687
thfsopgh,-0.8831722462143347
mrpylgkm,-0.883071112257274
lmwwhcvg,-0.8830061569412196
fthjwolm,-0.8828903596586759
rjfzbcpv,-0.8828863678904818
cghpiazm,-0.8828646460748155
czwxfnms,-0.882766152409839
elyebyoy,-0.8827267067017399
rmwucpsa,-0.8826827567058252
mypldzuo,-0.8826259001988395
qlpggane,-0.8825613234143947
hdtglvzz,-0.8825237730524403
nfsnbvje,-0.882432765874618
kwotimcl,-0.8822490919580863
sltmqdsx,-0.8821631911716469
ldaeptqy,-0.8820739833967954
phcsmyiz,-0.8820589113627327
dzpsihnk,-0.8819485529371539
dxopbcjq,-0.8819249566253552
jbpdoxvy,-0.8817756211090327
rwkjmmst,-0.8817514312110202
qbrzocvg,-0.8816220989440935
mmihbtkn,-0.8816206260007996
iywkdzrx,-0.8814052553438281
cnyuzwhf,-0.8813800365196071
tcmutajl,-0.8813661372605065
ostgxkys,-0.8813474824943366
qtdxofez,-0.881199578121019
astcbpmj,-0.8811434754986245
bjiwcrlm,-0.8810213452156436
nqbkvjlp,-0.8809862610607065
cpzkvzja,-0.8809833862824673
dhbucghh,-0.8809204372783043
flxmvkcv,-0.8807914802288292
euwnzjrl,-0.8807238895903658
snwebtfo,-0.8806845854600777
pyueayto,-0.8806664894889155
phixnwtz,-0.8806330656204041
hemiieyd,-0.8806316156390248
jyhpjhjq,-0.8805731064517061
bijpongr,-0.8805056361837005
mbfswuvl,-0.8803953314266091
pusyixye,-0.8803900840231312
sqgquozk,-0.8803760255565887
dyvbrgva,-0.8803682310585628
bmfaawwa,-0.8802259214071189
ptprzasa,-0.8801851672857983
nmxczhls,-0.8801777286147913
